property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
house,sector 66,12.0,5,6,3+,relatively new,3150.0,1,1,semifurnished,luxury,low-rise
flat,sector 9,1.25,4,3,3,old,2007.0,1,0,semifurnished,budget,low-rise
flat,sector 47,0.65,2,2,3,new,822.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 59,3.9,3,1,0,under construction,2295.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,1.07,2,2,2,under construction,1259.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 47,1.3,2,2,2,new,1100.0,0,0,unfurnished,budget,low-rise
flat,sector 15,1.6,3,3,3+,relatively old,1611.0,0,0,unfurnished,budget,low-rise
flat,sector 93,0.36,2,2,2,relatively new,604.0,0,0,unfurnished,budget,medium-rise
flat,sector 92,0.99,3,2,3,under construction,1091.0,0,0,unfurnished,budget,low-rise
flat,sector 107,0.98,2,2,3,relatively new,1276.0,0,0,semifurnished,luxury,medium-rise
flat,sector 111,2.65,3,4,3+,relatively new,2014.0,1,1,semifurnished,semi-luxury,high-rise
house,sector 50,7.5,3,3,2,relatively old,2160.01,1,0,semifurnished,semi-luxury,low-rise
flat,sector 102,1.4,3,3,3,relatively new,1310.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 33,1.55,3,4,1,relatively new,1427.0,1,0,unfurnished,budget,low-rise
house,sector 48,7.65,4,4,3,relatively old,4000.0,1,0,unfurnished,budget,low-rise
flat,sector 106,1.35,4,4,3+,relatively new,2100.0,1,0,semifurnished,luxury,high-rise
flat,sector 92,0.65,3,3,3,relatively old,1571.0,0,0,unfurnished,budget,low-rise
flat,sector 83,1.12,3,3,2,relatively new,1200.0,1,1,semifurnished,luxury,medium-rise
flat,sector 65,2.01,2,2,3,new,1476.0,0,0,unfurnished,budget,medium-rise
flat,sector 113,2.4,3,4,3+,relatively new,1940.0,1,0,unfurnished,budget,medium-rise
flat,sector 107,1.21,3,3,3,relatively old,1706.0,0,0,semifurnished,luxury,medium-rise
flat,sector 69,1.4,3,3,1,relatively new,1425.0,0,0,unfurnished,luxury,high-rise
flat,sector 54,3.85,3,3,3+,old,2128.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 109,6.5,4,4,3+,new,5400.0,1,0,semifurnished,luxury,low-rise
flat,sector 59,5.5,3,3,1,under construction,2750.0,1,0,unfurnished,budget,high-rise
house,sector 25,10.55,5,6,3+,relatively old,2700.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 86,1.27,3,4,3,relatively new,1800.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 68,1.1,2,2,3,relatively new,1150.0,0,0,semifurnished,luxury,low-rise
flat,sector 85,1.2,2,2,2,relatively new,1190.0,1,1,unfurnished,semi-luxury,medium-rise
flat,sector 90,0.45,2,2,1,new,696.0,0,0,semifurnished,budget,low-rise
flat,sector 90,1.65,4,4,3+,relatively old,2149.0,1,0,semifurnished,luxury,high-rise
flat,sector 112,3.65,3,4,3+,relatively new,2225.54,1,0,semifurnished,luxury,high-rise
flat,sector 10,2.3,6,4,2,relatively old,3951.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 43,2.0,3,3,2,old,1467.0,1,0,furnished,budget,low-rise
house,sector 109,8.48,4,6,3+,new,3600.0,1,1,unfurnished,luxury,low-rise
flat,sector 85,1.18,2,3,3,relatively new,1420.0,0,0,semifurnished,luxury,high-rise
flat,sector 72,3.9,4,4,3+,relatively new,2499.0,1,0,unfurnished,budget,high-rise
flat,sector 60,3.8,4,5,3,relatively old,2791.0,1,0,semifurnished,luxury,high-rise
flat,sector 2,1.0,2,3,0,relatively old,1000.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 37,1.55,4,3,3+,relatively new,2100.0,0,0,semifurnished,luxury,high-rise
house,sector 48,5.0,7,7,3,relatively old,2340.0,0,0,semifurnished,budget,low-rise
house,sector 2,2.5,4,4,2,old,1557.0,0,0,unfurnished,budget,medium-rise
flat,sector 90,1.8,4,4,3+,relatively old,2014.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,0.9,2,2,3+,relatively old,1100.0,0,0,semifurnished,luxury,medium-rise
house,sector 28,11.25,9,9,3+,relatively old,3240.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 50,2.65,3,3,3+,relatively old,2491.0,1,0,unfurnished,luxury,low-rise
flat,sector 56,1.7,3,2,3,old,1578.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 69,1.2,2,3,0,relatively new,1100.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 46,5.65,8,6,3+,relatively old,2367.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 67,2.85,4,4,3+,relatively old,2136.0,1,0,semifurnished,luxury,medium-rise
flat,sector 61,2.45,3,3,3,new,1219.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 52,1.64,3,3,2,new,1620.0,1,0,semifurnished,budget,medium-rise
flat,sector 104,2.78,4,4,3+,relatively new,2864.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 109,1.9,4,4,3,relatively new,2777.0,1,0,unfurnished,luxury,medium-rise
flat,sector 85,1.2,2,2,3+,relatively new,1375.0,0,1,unfurnished,luxury,high-rise
flat,sector 103,0.9,2,2,2,relatively new,1227.0,0,0,unfurnished,budget,low-rise
house,sector 2,6.0,5,6,3+,old,2430.0,0,0,semifurnished,budget,low-rise
flat,sector 65,2.25,3,3,3+,relatively new,1500.0,1,0,unfurnished,luxury,low-rise
flat,sector 109,1.26,3,2,3,relatively new,1709.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.67,3,5,3,relatively old,1522.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 90,1.21,3,3,3+,relatively new,1929.0,1,0,unfurnished,luxury,medium-rise
flat,sector 79,1.2,3,3,3,relatively new,1316.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 85,1.07,2,2,3,relatively new,1491.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 24,3.25,4,4,3,old,1069.64,0,0,unfurnished,budget,low-rise
flat,sector 66,2.99,3,3,3,relatively new,2000.0,1,0,semifurnished,budget,medium-rise
house,sector 28,2.58,4,2,2,relatively new,1458.04,0,0,unfurnished,semi-luxury,low-rise
flat,sector 85,1.2,2,2,3,relatively new,1300.0,0,0,semifurnished,luxury,medium-rise
flat,sector 71,1.1,3,4,3,relatively old,1638.0,1,0,unfurnished,budget,low-rise
flat,sector 2,1.51,3,4,3+,relatively old,1745.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 92,0.65,3,3,2,relatively new,1574.0,0,0,unfurnished,budget,low-rise
flat,sector 53,6.44,4,4,3,relatively old,3082.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 102,1.1,2,2,1,under construction,821.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 79,1.25,3,3,3,relatively new,1150.0,0,0,unfurnished,luxury,high-rise
flat,sector 84,0.69,2,2,3+,relatively new,1227.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 43,7.85,9,9,3+,relatively new,2700.0,1,0,furnished,budget,low-rise
flat,sector 92,1.3,4,4,0,relatively new,2040.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 26,5.5,4,4,3+,relatively old,1799.97,0,1,unfurnished,budget,low-rise
flat,sector 88,1.1,2,4,3+,under construction,1350.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 90,1.27,3,3,3+,relatively new,1500.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 50,7.0,4,4,2,old,2160.0,1,0,unfurnished,budget,low-rise
flat,sector 89,1.25,3,3,3,under construction,1294.0,0,0,unfurnished,budget,low-rise
flat,sector 78,1.25,4,4,3,relatively new,2300.0,1,0,unfurnished,budget,low-rise
flat,sector 47,0.45,2,2,1,new,590.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,1.7,3,3,3+,new,1500.0,1,0,unfurnished,budget,medium-rise
flat,sector 103,1.15,2,2,3,relatively new,1076.0,0,0,semifurnished,luxury,medium-rise
flat,sector 5,0.55,2,2,1,relatively new,778.0,0,0,semifurnished,semi-luxury,medium-rise
house,sector 14,7.5,3,3,2,old,4518.0,1,0,semifurnished,budget,low-rise
flat,sector 47,1.3,3,3,3+,relatively new,1503.0,0,0,unfurnished,budget,medium-rise
house,sector 12,1.7,5,5,3,relatively old,2000.0,0,0,unfurnished,budget,low-rise
flat,sector 84,1.48,3,3,2,new,1618.0,1,1,semifurnished,luxury,low-rise
flat,sector 49,1.72,3,3,2,old,2444.0,0,0,semifurnished,luxury,low-rise
house,sector 82,5.0,4,4,3+,relatively new,3240.0,1,1,unfurnished,budget,low-rise
flat,sector 1,1.65,4,3,3,new,3111.0,1,0,unfurnished,budget,medium-rise
flat,sector 85,1.05,2,2,1,under construction,97.0,0,0,unfurnished,budget,high-rise
flat,sector 1,1.25,3,3,3+,relatively old,2944.0,1,0,unfurnished,budget,medium-rise
flat,sector 86,1.93,3,4,3,relatively new,2077.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 57,3.75,3,4,3,relatively old,1620.01,1,1,semifurnished,budget,low-rise
flat,sector 61,2.2,3,3,2,under construction,1778.0,0,0,unfurnished,budget,low-rise
flat,sector 37,1.5,3,4,3+,new,2144.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 86,0.82,2,2,1,new,1300.0,0,0,unfurnished,budget,high-rise
flat,sector 83,1.1,3,3,2,relatively new,1595.0,0,1,semifurnished,luxury,medium-rise
flat,sector 80,1.4,3,4,2,relatively old,1922.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 67,1.9,4,4,3,new,2000.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 78,1.05,3,3,3,relatively old,1853.0,0,0,unfurnished,budget,medium-rise
flat,sector 89,0.75,2,2,2,relatively old,1036.0,0,0,unfurnished,budget,medium-rise
flat,sector 95,0.45,2,2,2,new,632.0,0,0,semifurnished,budget,low-rise
house,sector 5,3.5,6,5,2,old,2250.0,1,0,furnished,luxury,low-rise
flat,sector 90,0.9,3,4,3,relatively new,1773.0,1,0,unfurnished,luxury,medium-rise
flat,sector 65,3.29,3,3,3,new,1828.08,0,0,unfurnished,budget,high-rise
house,sector 12,1.5,5,5,2,old,1350.0,0,0,unfurnished,budget,low-rise
flat,sector 47,0.26,2,2,2,new,524.0,0,0,unfurnished,budget,medium-rise
flat,sector 85,1.2,2,2,3,relatively new,1491.0,0,0,semifurnished,luxury,high-rise
flat,sector 86,1.6,3,3,3+,relatively new,1548.0,0,0,semifurnished,luxury,medium-rise
flat,sector 47,2.1,3,3,2,under construction,1626.0,0,0,unfurnished,budget,medium-rise
house,sector 47,0.49,2,2,1,new,1150.0,0,0,unfurnished,budget,low-rise
flat,sector 67,0.56,2,2,1,new,889.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 65,1.9,2,2,3,under construction,1146.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 66,3.0,4,4,3,relatively new,2700.0,1,0,semifurnished,luxury,low-rise
flat,sector 70,5.0,6,7,3+,relatively new,5333.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 70,1.1,2,2,2,new,1022.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.49,2,2,3,relatively new,700.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 83,1.42,3,3,2,relatively new,1972.0,0,0,semifurnished,semi-luxury,low-rise
house,sector 3,0.4,1,1,0,relatively old,450.0,0,0,unfurnished,budget,low-rise
flat,sector 84,0.73,2,2,3+,relatively new,1022.0,0,1,unfurnished,luxury,medium-rise
flat,sector 108,1.2,3,2,3+,relatively new,1550.0,1,0,semifurnished,luxury,high-rise
flat,sector 88,1.19,2,2,3,relatively new,1382.0,0,0,semifurnished,luxury,high-rise
house,sector 103,4.35,4,4,3+,relatively new,3222.0,1,1,semifurnished,luxury,low-rise
house,sector 50,10.55,5,5,3,relatively old,3240.0,1,0,unfurnished,budget,low-rise
flat,sector 102,2.12,3,3,3,relatively new,1852.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.88,2,2,2,relatively new,1013.0,0,0,furnished,semi-luxury,high-rise
flat,sector 102,2.15,3,3,3,relatively new,1690.0,0,0,semifurnished,budget,medium-rise
flat,sector 76,0.75,2,2,2,under construction,668.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 102,1.78,3,4,3+,relatively old,1755.0,1,0,unfurnished,luxury,medium-rise
flat,sector 82,0.8,2,2,2,relatively new,1182.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 108,2.9,3,4,2,new,2003.04,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.2,2,2,3,relatively old,1291.0,0,0,unfurnished,budget,medium-rise
flat,sector 95,0.55,2,2,3,new,990.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,1.0,3,3,3+,relatively new,1708.0,0,0,semifurnished,budget,medium-rise
flat,sector 104,0.75,2,2,3,relatively new,1154.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.1,3,2,2,relatively new,1350.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 67,2.99,3,3,3,relatively new,2200.0,1,0,semifurnished,budget,medium-rise
flat,sector 111,3.45,4,5,3+,relatively new,2682.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 11,3.08,6,4,2,old,2700.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 48,1.76,3,3,3+,relatively old,1576.0,1,0,semifurnished,luxury,medium-rise
house,sector 50,7.0,3,2,0,relatively old,2160.03,0,0,unfurnished,budget,low-rise
house,sector 26,8.9,4,4,3+,old,2700.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 37,0.75,2,2,3,relatively old,1410.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,0.45,2,3,2,under construction,656.0,0,0,unfurnished,budget,medium-rise
flat,sector 54,4.85,3,4,3+,relatively new,1875.05,1,0,semifurnished,budget,high-rise
flat,sector 90,2.0,4,4,3+,relatively old,2479.0,1,0,unfurnished,budget,high-rise
flat,sector 112,3.4,3,3,2,relatively new,2225.54,0,0,semifurnished,luxury,high-rise
flat,sector 106,1.14,3,4,3,relatively new,1305.0,1,0,unfurnished,budget,medium-rise
flat,sector 79,2.55,4,5,2,new,2675.0,1,0,unfurnished,budget,medium-rise
flat,sector 50,1.88,3,3,3+,relatively old,1790.0,0,0,semifurnished,luxury,high-rise
flat,sector 102,4.55,4,4,3+,relatively new,4630.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 82,1.37,3,3,3,relatively new,2000.0,1,0,semifurnished,luxury,high-rise
flat,sector 47,1.27,2,2,3+,under construction,1257.0,0,0,unfurnished,budget,medium-rise
flat,sector 83,1.6,3,3,3+,relatively new,1682.0,1,1,semifurnished,luxury,medium-rise
flat,sector 86,0.95,3,2,1,new,1878.0,0,0,unfurnished,budget,medium-rise
house,sector 2,19.5,8,9,3+,new,7200.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 43,2.5,4,4,3+,relatively old,2722.0,1,0,unfurnished,budget,medium-rise
flat,sector 102,0.48,2,2,1,relatively new,579.0,0,1,unfurnished,luxury,medium-rise
flat,sector 108,3.25,3,3,3,relatively new,2072.04,0,0,unfurnished,semi-luxury,high-rise
flat,sector 113,3.05,3,4,3,new,2600.0,1,0,unfurnished,luxury,high-rise
flat,sector 68,2.22,3,2,3,relatively new,1409.0,0,0,unfurnished,budget,medium-rise
flat,sector 106,1.32,4,5,3+,relatively new,1535.0,1,0,unfurnished,budget,high-rise
flat,sector 106,1.0,2,2,3+,new,940.0,0,0,semifurnished,budget,low-rise
flat,sector 108,1.65,3,4,3,relatively old,1302.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 47,1.3,3,2,3+,new,1415.0,0,0,unfurnished,budget,high-rise
flat,sector 90,0.4,2,2,1,new,573.0,0,0,unfurnished,budget,medium-rise
flat,sector 61,3.6,4,4,3,relatively old,2592.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 81,2.5,3,3,2,relatively new,1700.0,1,0,furnished,luxury,high-rise
flat,sector 47,0.4,2,2,2,relatively new,759.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.22,1,1,1,relatively new,321.63,0,0,semifurnished,budget,medium-rise
flat,sector 79,1.0,2,2,2,relatively new,1300.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,1.35,3,3,3+,under construction,1600.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 67,8.0,6,7,3+,relatively old,3600.0,1,1,semifurnished,luxury,low-rise
flat,sector 63,3.23,3,3,3,new,1634.0,1,0,unfurnished,budget,medium-rise
flat,sector 66,4.5,5,5,3+,new,3336.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 47,0.99,2,2,2,under construction,1041.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,1.2,2,2,2,new,1492.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 82,1.25,3,4,3+,under construction,1782.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 59,6.75,4,4,2,new,2558.0,1,0,unfurnished,budget,medium-rise
flat,sector 37,0.99,3,4,3,relatively new,1653.0,1,0,unfurnished,budget,medium-rise
house,sector 5,1.5,6,1,0,new,3000.0,0,0,unfurnished,budget,low-rise
flat,sector 53,6.0,3,4,3+,relatively old,2227.0,1,0,semifurnished,budget,medium-rise
flat,sector 102,1.35,3,3,3,relatively new,1310.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 2,2.55,3,3,2,old,1556.97,0,0,unfurnished,budget,low-rise
flat,sector 79,1.85,3,4,3,new,1650.0,1,0,unfurnished,budget,high-rise
flat,sector 11,0.36,2,2,0,relatively new,699.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 104,1.95,3,3,3+,new,2544.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 84,0.9,3,3,3+,relatively new,1525.0,0,0,unfurnished,luxury,high-rise
flat,sector 77,1.4,3,3,3,relatively new,1735.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,1.25,3,3,3,relatively new,1557.0,0,0,unfurnished,budget,low-rise
flat,sector 67,2.65,3,3,3,relatively new,2047.12,0,0,semifurnished,luxury,low-rise
flat,sector 110,3.45,4,4,3,relatively old,3091.0,1,0,semifurnished,luxury,medium-rise
flat,sector 81,0.89,2,2,2,under construction,1194.0,0,0,unfurnished,budget,low-rise
flat,sector 56,1.35,3,3,3,old,1800.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 67,2.87,3,3,3+,relatively new,2087.0,1,0,semifurnished,luxury,high-rise
flat,sector 43,2.5,3,2,3,old,1682.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.18,2,2,3,new,1400.0,0,0,unfurnished,luxury,medium-rise
flat,sector 91,1.75,4,4,3+,relatively new,2149.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 51,3.55,5,6,3+,relatively old,5200.0,1,1,semifurnished,luxury,high-rise
flat,sector 81,2.2,3,3,3+,relatively new,1570.0,1,0,furnished,budget,medium-rise
flat,sector 67,3.5,3,4,3,relatively new,2216.0,1,1,semifurnished,luxury,high-rise
flat,sector 112,2.8,2,3,2,relatively new,2441.15,1,0,unfurnished,luxury,medium-rise
flat,sector 65,1.73,3,3,3,relatively new,1268.0,1,0,furnished,luxury,medium-rise
flat,sector 65,4.95,3,3,3,relatively new,2829.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 47,0.72,2,2,3+,relatively new,1127.0,0,0,unfurnished,budget,medium-rise
flat,sector 3,0.45,2,2,1,relatively new,944.0,0,0,unfurnished,budget,low-rise
flat,sector 79,0.72,2,2,3+,new,1275.0,0,0,unfurnished,budget,high-rise
flat,sector 84,1.48,3,3,2,new,1618.0,1,1,semifurnished,luxury,low-rise
flat,sector 12,0.6,3,3,2,relatively new,1178.0,0,0,unfurnished,budget,low-rise
house,sector 46,5.5,8,8,3+,relatively old,2385.0,0,0,semifurnished,budget,low-rise
house,sector 50,10.45,5,7,3+,relatively old,3240.0,1,0,semifurnished,luxury,low-rise
house,sector 3,1.5,7,2,0,relatively old,1980.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 81,1.35,3,3,3+,relatively old,1433.0,0,1,semifurnished,semi-luxury,medium-rise
flat,sector 102,2.12,3,3,3,relatively new,1852.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 99,1.9,4,4,3+,new,2835.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 90,0.64,2,2,3,relatively new,1050.0,0,0,unfurnished,budget,medium-rise
flat,sector 108,0.9,2,3,3,relatively new,1166.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 22,2.55,3,3,3,relatively new,1860.09,0,0,furnished,luxury,medium-rise
flat,sector 28,5.5,4,5,3+,relatively old,3422.0,1,0,semifurnished,budget,medium-rise
flat,sector 47,0.75,2,2,0,new,1081.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 79,0.8,2,2,2,new,1688.0,0,0,unfurnished,budget,high-rise
flat,sector 37,0.85,2,3,3,relatively new,1436.0,0,0,unfurnished,budget,medium-rise
house,sector 50,8.45,3,3,2,old,3231.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 99,0.35,2,2,1,relatively new,606.0,0,0,unfurnished,budget,low-rise
flat,sector 47,1.79,3,3,3,old,1626.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 36,2.3,2,2,2,new,1479.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 113,2.35,3,3,3,new,2210.0,1,0,unfurnished,luxury,high-rise
flat,sector 104,1.32,2,2,2,relatively new,1409.0,0,0,unfurnished,luxury,medium-rise
flat,sector 37,1.71,3,3,3+,relatively new,2191.0,0,0,unfurnished,budget,medium-rise
flat,sector 74,1.78,2,2,3+,relatively new,1582.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 107,0.9,2,2,3+,relatively new,1242.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 67,1.85,4,4,0,relatively new,2556.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 108,0.7,2,2,2,relatively old,1368.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 38,3.5,3,3,2,relatively new,1439.97,0,0,unfurnished,budget,low-rise
flat,sector 89,1.55,3,2,3,relatively old,1409.0,0,1,semifurnished,semi-luxury,medium-rise
house,sector 47,1.55,2,3,2,new,1053.0,0,0,semifurnished,budget,low-rise
flat,sector 81,0.9,3,3,0,relatively new,1780.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.65,3,4,3,relatively new,1581.0,1,0,furnished,luxury,low-rise
flat,sector 76,0.55,2,2,2,under construction,823.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,0.9,3,3,3,under construction,1500.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 113,1.32,2,2,2,relatively new,1199.0,0,0,unfurnished,budget,low-rise
house,sector 82,7.0,4,4,3+,relatively new,3900.0,1,0,furnished,semi-luxury,low-rise
flat,sector 66,1.5,2,3,3,relatively new,1330.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 104,0.82,2,2,3,relatively new,86.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 70,5.35,4,4,3+,relatively new,6000.0,1,1,semifurnished,luxury,low-rise
flat,sector 69,1.68,4,4,2,relatively new,1827.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 65,2.24,3,3,3,relatively new,1833.0,1,0,unfurnished,budget,low-rise
flat,sector 104,0.26,1,1,2,relatively new,301.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 103,2.45,4,6,3,relatively new,2614.0,1,0,unfurnished,budget,medium-rise
flat,sector 68,0.92,2,2,3,under construction,1132.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 58,2.2,2,2,2,relatively new,1250.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,0.95,2,2,3+,under construction,1050.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 28,6.0,3,3,2,relatively old,2983.0,1,0,unfurnished,budget,medium-rise
house,sector 25,4.25,3,2,3,old,1350.02,0,0,unfurnished,budget,low-rise
