property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 63,8.5,4,4,0,under construction,3950.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 57,6.21,6,6,3+,old,2700.0,1,1,unfurnished,budget,medium-rise
flat,sector 90,1.65,4,4,3+,relatively new,1900.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 26,9.0,5,5,2,old,2700.0,1,1,furnished,semi-luxury,low-rise
house,sector 25,15.0,5,5,3,relatively old,6400.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 67,3.4,3,4,3+,relatively new,2144.0,1,0,semifurnished,luxury,high-rise
flat,sector 82,1.0,2,2,2,relatively new,1305.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 84,0.84,3,3,3+,new,1568.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,0.54,2,1,3,new,828.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 70,1.3,2,2,3,relatively old,1420.0,0,0,semifurnished,budget,high-rise
flat,sector 71,1.15,3,3,2,relatively old,1535.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 95,0.72,3,3,2,relatively new,1800.0,0,0,unfurnished,budget,medium-rise
flat,sector 70,1.62,3,3,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 107,1.35,3,4,3+,relatively new,1950.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 47,0.73,2,2,3,relatively new,1154.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 56,4.0,4,4,3+,relatively new,1503.02,0,0,semifurnished,budget,low-rise
house,sector 12,3.71,3,3,1,relatively old,1872.04,0,0,unfurnished,budget,medium-rise
flat,sector 104,0.85,2,2,3+,relatively new,1269.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 82,3.2,3,4,3,new,2160.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 99,1.3,3,3,0,new,1997.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 47,0.4,2,2,2,new,900.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 24,6.5,4,4,2,old,2844.0,0,0,unfurnished,budget,low-rise
flat,sector 60,3.75,4,4,3,relatively new,2650.0,1,0,semifurnished,budget,high-rise
flat,sector 69,3.1,4,6,3+,relatively new,2806.0,1,0,unfurnished,luxury,high-rise
flat,sector 89,0.42,2,2,2,relatively new,773.0,0,0,unfurnished,budget,low-rise
flat,sector 48,1.6,3,3,3,old,1700.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 67,4.75,4,4,3+,relatively new,3200.0,1,1,semifurnished,luxury,low-rise
flat,sector 77,0.75,2,2,2,relatively new,1180.0,0,0,semifurnished,luxury,medium-rise
house,sector 26,13.5,5,5,3+,relatively new,4518.0,1,0,furnished,budget,low-rise
flat,sector 49,2.0,4,3,3+,old,2504.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 81,4.7,4,4,3+,relatively new,6296.0,1,0,semifurnished,luxury,high-rise
flat,sector 112,3.29,3,3,3+,relatively new,2225.54,1,0,semifurnished,luxury,low-rise
house,sector 46,3.5,4,4,2,relatively new,1620.0,0,0,semifurnished,budget,low-rise
house,sector 47,1.15,2,2,3,relatively new,1400.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 104,2.23,3,4,3+,relatively new,2349.0,1,0,semifurnished,luxury,medium-rise
flat,sector 22,6.16,4,5,3+,new,3333.0,1,0,semifurnished,budget,medium-rise
flat,sector 92,0.82,3,3,3+,relatively new,1523.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 83,1.73,3,3,3,relatively new,1600.0,1,0,semifurnished,luxury,medium-rise
flat,sector 68,1.85,3,3,3+,under construction,1806.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 113,1.93,3,3,2,under construction,1435.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.25,2,2,3,relatively new,1402.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 67,3.39,3,4,3,relatively new,2100.0,1,0,semifurnished,budget,high-rise
flat,sector 2,0.95,2,2,3,old,1573.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 72,4.0,4,5,2,relatively old,2641.0,1,0,unfurnished,budget,medium-rise
flat,sector 47,0.25,2,2,1,relatively new,681.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 3,0.5,2,2,1,old,722.0,0,0,semifurnished,budget,low-rise
flat,sector 109,2.95,4,4,3+,relatively new,3150.0,1,1,semifurnished,luxury,medium-rise
flat,sector 113,1.83,2,2,0,new,1310.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 61,1.6,2,2,2,new,1278.0,0,0,unfurnished,budget,medium-rise
flat,sector 61,2.25,3,3,2,under construction,1721.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,1.65,3,3,0,new,1051.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 76,1.92,3,3,2,under construction,1672.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 53,8.25,3,4,3,under construction,2673.0,1,0,furnished,budget,medium-rise
flat,sector 70,1.8,3,4,3,new,1522.0,1,0,unfurnished,budget,low-rise
flat,sector 85,0.72,3,3,2,relatively old,1350.0,0,0,unfurnished,budget,medium-rise
flat,sector 66,2.7,4,4,3,relatively new,2513.0,1,0,unfurnished,budget,medium-rise
house,sector 48,6.0,4,4,3+,relatively old,2700.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 72,3.1,5,5,3+,relatively new,3653.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 67,1.3,2,2,2,relatively new,1296.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 48,6.25,3,5,3+,relatively old,3200.0,1,0,semifurnished,budget,medium-rise
flat,sector 95,0.96,3,3,3,new,1720.0,0,1,unfurnished,budget,medium-rise
flat,sector 83,0.85,2,2,2,relatively old,1100.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 107,0.5,2,2,1,relatively new,598.0,0,0,furnished,budget,medium-rise
flat,sector 22,4.78,3,4,3,relatively new,2500.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 67,1.5,2,2,2,relatively new,1500.0,0,1,semifurnished,budget,medium-rise
flat,sector 104,1.75,3,3,3,under construction,1535.0,0,0,unfurnished,budget,low-rise
flat,sector 92,0.78,2,2,3,under construction,843.0,0,0,unfurnished,budget,low-rise
flat,sector 104,2.6,3,4,3+,relatively new,2054.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 37,0.66,2,2,3+,relatively new,1310.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 102,1.98,3,3,3+,relatively new,2222.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 47,1.25,2,2,3,new,1385.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 92,0.92,4,5,3+,relatively old,1895.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 92,0.95,4,3,3,relatively old,1778.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 43,5.75,4,4,2,old,1934.98,1,1,unfurnished,budget,low-rise
flat,sector 83,1.72,3,3,3,relatively new,1600.0,1,0,semifurnished,luxury,medium-rise
flat,sector 85,2.0,3,4,3,relatively new,2018.0,1,0,unfurnished,luxury,medium-rise
flat,sector 112,5.6,4,6,3+,relatively old,3662.31,1,0,semifurnished,luxury,high-rise
flat,sector 106,1.82,3,2,2,relatively new,1359.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 28,6.0,4,4,3+,old,2700.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 37,0.95,3,3,3+,new,1705.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 1,0.48,2,2,3,relatively old,990.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 46,3.6,5,5,3+,relatively old,1448.98,1,0,semifurnished,semi-luxury,low-rise
flat,sector 86,1.25,3,4,3,relatively new,1345.0,0,0,unfurnished,budget,low-rise
house,sector 73,17.0,5,8,3,relatively new,9000.0,1,1,furnished,semi-luxury,low-rise
flat,sector 61,1.7,2,2,2,under construction,1278.0,0,0,unfurnished,budget,medium-rise
flat,sector 85,2.0,3,4,3,relatively new,2300.0,1,0,unfurnished,budget,medium-rise
flat,sector 102,1.35,2,2,2,under construction,832.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,2.85,4,4,3,relatively new,2194.0,1,0,unfurnished,budget,low-rise
house,sector 50,12.0,3,4,2,relatively old,3240.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 37,1.67,4,4,3,relatively new,2091.0,0,0,semifurnished,luxury,high-rise
house,sector 8,1.4,2,2,1,old,166.0,0,0,unfurnished,budget,low-rise
flat,sector 92,0.42,2,2,1,relatively new,657.0,0,0,semifurnished,budget,medium-rise
flat,sector 106,3.2,3,3,3+,under construction,2224.0,1,0,unfurnished,budget,medium-rise
flat,sector 109,2.3,3,4,3+,new,2350.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 77,2.1,3,3,3,new,1841.0,1,0,unfurnished,budget,high-rise
house,sector 109,6.15,5,5,3+,relatively new,2250.03,1,1,semifurnished,luxury,low-rise
flat,sector 67,0.95,1,1,1,relatively new,826.0,0,0,unfurnished,budget,high-rise
flat,sector 102,0.95,2,2,2,relatively new,915.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 22,2.4,2,2,2,relatively new,1200.0,0,0,furnished,semi-luxury,medium-rise
house,sector 13,0.45,1,1,0,old,936.0,0,0,unfurnished,budget,low-rise
house,sector 12,2.75,6,6,2,old,2228.0,0,0,unfurnished,budget,low-rise
flat,sector 47,0.91,2,2,3,new,1227.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 50,11.5,5,6,0,relatively old,3240.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 103,2.2,4,6,3+,relatively new,2614.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 85,1.84,3,4,3,relatively new,2018.0,0,0,unfurnished,luxury,medium-rise
house,sector 2,2.9,4,4,3,relatively new,1556.96,0,1,semifurnished,budget,low-rise
flat,sector 106,3.9,3,3,0,relatively new,2450.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.9,3,3,3,new,1773.0,1,1,unfurnished,budget,medium-rise
flat,sector 70,1.23,2,2,3,relatively new,1227.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 77,0.86,2,2,2,new,1220.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 28,2.0,3,3,1,old,1245.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 109,1.68,3,3,3+,relatively old,2314.0,1,0,unfurnished,luxury,medium-rise
house,sector 91,2.5,4,4,3+,relatively old,3400.0,1,1,semifurnished,semi-luxury,low-rise
house,sector 109,6.8,4,5,3,relatively new,5400.0,1,0,unfurnished,budget,low-rise
flat,sector 9,0.75,3,3,3,old,1433.0,0,0,unfurnished,budget,medium-rise
flat,sector 67,0.55,2,2,2,relatively new,581.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 3,0.48,3,4,0,relatively old,1350.0,0,0,unfurnished,budget,low-rise
house,sector 43,11.0,5,6,3+,new,4050.07,1,0,semifurnished,luxury,low-rise
flat,sector 54,1.75,4,3,3+,old,1900.0,0,0,semifurnished,budget,low-rise
house,sector 48,6.4,3,4,3,relatively new,2592.04,1,1,semifurnished,luxury,low-rise
flat,sector 2,0.4,1,1,1,relatively old,450.0,0,0,semifurnished,budget,medium-rise
flat,sector 104,1.08,3,3,0,under construction,1758.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.0,3,2,2,relatively old,1078.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,0.24,1,1,2,new,360.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 72,4.25,4,4,3+,relatively new,2955.0,1,0,semifurnished,luxury,low-rise
flat,sector 85,1.98,3,4,3,relatively new,2399.0,0,1,unfurnished,luxury,high-rise
flat,sector 47,0.75,2,2,2,relatively old,1350.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 65,2.85,4,4,3+,relatively new,1975.05,1,0,semifurnished,luxury,low-rise
house,sector 67,1.5,5,3,2,new,200.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.5,2,2,1,new,704.0,0,0,furnished,semi-luxury,high-rise
house,sector 50,15.0,4,4,2,relatively old,4500.0,1,0,unfurnished,luxury,low-rise
flat,sector 2,0.8,3,2,3,relatively old,1440.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 103,1.25,3,3,3+,new,1460.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 3,0.85,3,3,0,relatively old,1130.0,0,0,unfurnished,budget,low-rise
flat,sector 3,0.58,2,2,2,old,900.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 109,1.75,3,3,3,relatively new,1550.0,0,0,semifurnished,budget,medium-rise
flat,sector 81,2.3,3,4,3+,relatively new,2280.0,1,0,semifurnished,budget,medium-rise
flat,sector 102,2.61,3,3,3,relatively new,2200.0,1,0,unfurnished,budget,high-rise
flat,sector 90,0.66,2,2,3,relatively new,1117.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 48,8.25,4,4,3+,relatively new,2160.03,1,1,semifurnished,luxury,low-rise
house,sector 31,4.6,2,2,2,relatively old,1426.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.5,2,2,3,relatively new,700.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 95,1.1,4,3,3,relatively new,2824.0,1,0,unfurnished,budget,medium-rise
flat,sector 85,1.8,3,3,3,under construction,141.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.66,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 2,0.4,2,2,1,relatively new,583.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.1,2,2,3+,new,1318.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 23,2.4,3,3,2,relatively old,2000.0,0,1,unfurnished,budget,low-rise
flat,sector 103,1.5,3,3,3+,under construction,1733.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 81,0.89,2,2,2,under construction,1194.0,0,0,unfurnished,budget,low-rise
flat,sector 37,0.8,2,2,3,relatively new,1300.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 69,1.38,3,3,1,relatively new,1398.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 50,8.0,4,3,3,relatively old,10000.0,1,0,unfurnished,budget,medium-rise
flat,sector 89,0.95,2,2,2,under construction,801.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 12,6.0,9,9,3+,old,9000.0,0,0,unfurnished,budget,low-rise
flat,sector 56,1.85,3,4,3,old,2278.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 69,1.6,3,3,2,relatively new,1435.0,0,0,unfurnished,budget,low-rise
flat,sector 88,1.0,2,2,3,relatively new,1611.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 65,2.35,3,3,3,relatively new,1500.0,1,0,semifurnished,budget,low-rise
flat,sector 56,1.5,3,5,3+,relatively old,2250.0,0,0,semifurnished,luxury,medium-rise
house,sector 26,17.0,5,6,3,old,4518.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 109,1.8,3,3,2,relatively old,1902.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 90,1.25,3,3,3+,relatively new,1929.0,1,0,unfurnished,luxury,medium-rise
flat,sector 69,1.55,3,3,2,relatively new,1435.0,0,0,semifurnished,luxury,low-rise
flat,sector 58,3.83,3,4,2,relatively new,2000.0,1,0,semifurnished,luxury,medium-rise
house,sector 65,12.5,4,4,3+,relatively new,3600.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 69,1.36,3,3,1,relatively new,1287.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 108,1.0,2,2,2,relatively new,2060.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 95,0.28,2,2,2,new,697.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 102,2.05,3,4,3+,relatively new,2250.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 47,1.1,2,2,2,new,1533.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 50,7.1,5,4,3,relatively old,2160.02,0,1,semifurnished,semi-luxury,low-rise
flat,sector 99,0.92,2,2,3+,under construction,1241.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 111,2.65,3,4,2,relatively new,2077.0,1,0,semifurnished,luxury,medium-rise
flat,sector 103,0.89,2,3,3,relatively new,1252.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 47,1.35,3,3,3,new,2444.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 109,5.75,4,4,2,relatively new,4800.0,1,0,unfurnished,luxury,low-rise
flat,sector 47,1.45,3,2,3+,under construction,118.0,0,0,unfurnished,luxury,high-rise
flat,sector 90,1.88,4,4,3+,relatively new,2726.0,1,0,unfurnished,luxury,high-rise
flat,sector 77,1.05,3,3,3,relatively new,1600.0,0,0,unfurnished,budget,medium-rise
flat,sector 56,2.05,4,4,3+,old,2600.0,0,1,semifurnished,luxury,medium-rise
flat,sector 92,0.8,4,4,3,relatively old,1893.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 104,2.6,4,4,3+,relatively new,2864.0,1,0,unfurnished,semi-luxury,high-rise
house,sector 25,6.6,6,7,3+,relatively old,1799.98,1,0,semifurnished,semi-luxury,low-rise
flat,sector 90,1.51,4,4,3+,relatively new,2362.0,1,0,semifurnished,luxury,medium-rise
flat,sector 47,0.4,2,2,1,new,612.0,0,0,unfurnished,budget,medium-rise
flat,sector 69,1.75,4,4,1,relatively new,1791.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 7,8.0,4,5,3+,old,3600.0,1,0,unfurnished,budget,low-rise
flat,sector 79,0.83,2,2,3,new,1700.0,0,0,furnished,budget,medium-rise
flat,sector 67,2.0,3,3,2,under construction,1342.0,0,0,unfurnished,budget,medium-rise
flat,sector 50,2.35,3,3,3+,relatively old,1950.0,0,0,semifurnished,luxury,medium-rise
flat,sector 99,1.1,2,2,3,new,1363.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 14,5.51,3,3,2,relatively old,3249.0,0,0,unfurnished,budget,medium-rise
flat,sector 48,2.65,4,4,3+,relatively old,2126.0,1,0,semifurnished,luxury,high-rise
flat,sector 51,0.72,2,2,1,relatively new,1007.0,0,0,unfurnished,budget,medium-rise
flat,sector 70,2.55,3,3,3,new,2000.0,1,0,semifurnished,luxury,high-rise
flat,sector 6,0.38,2,2,2,relatively old,944.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 65,2.6,3,3,3+,relatively new,1649.96,0,0,unfurnished,semi-luxury,low-rise
flat,sector 56,1.55,3,3,3+,relatively old,1900.0,1,0,semifurnished,semi-luxury,medium-rise
house,sector 26,23.0,4,4,3+,relatively new,9000.0,1,1,semifurnished,luxury,low-rise
flat,sector 79,1.34,3,3,3,relatively new,1429.0,0,0,unfurnished,luxury,medium-rise
flat,sector 107,0.25,1,1,0,relatively new,318.0,0,0,unfurnished,budget,low-rise
flat,sector 82,0.75,2,2,2,relatively new,1000.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 68,1.1,2,2,3,new,1238.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 7,0.36,2,2,1,relatively new,700.0,0,0,unfurnished,budget,low-rise
flat,sector 67,3.4,3,4,3,relatively new,2114.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 108,2.0,3,3,3+,relatively new,2125.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 104,2.55,4,4,3+,relatively new,2500.0,1,0,unfurnished,luxury,high-rise
flat,sector 102,0.45,2,2,1,relatively new,565.0,0,0,furnished,budget,high-rise
flat,sector 70,1.75,3,5,0,relatively new,1950.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 88,1.15,2,2,1,new,120.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 26,20.0,16,20,3+,new,4518.0,1,1,semifurnished,luxury,medium-rise
flat,sector 47,1.8,4,4,3+,relatively old,2845.0,0,1,semifurnished,semi-luxury,medium-rise
flat,sector 109,1.2,3,2,2,relatively new,1709.0,0,0,unfurnished,luxury,medium-rise
flat,sector 113,2.33,3,3,3,new,2098.0,1,0,unfurnished,luxury,low-rise
flat,sector 69,1.32,3,3,1,relatively new,1425.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 102,2.03,3,3,2,new,1332.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 86,0.5,2,2,1,relatively new,668.0,0,0,unfurnished,budget,low-rise
house,sector 24,5.25,4,4,3+,relatively new,1350.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 107,0.5,2,2,2,new,622.0,0,0,unfurnished,budget,high-rise
house,sector 39,0.34,1,1,1,relatively new,450.0,0,0,unfurnished,budget,low-rise
flat,sector 69,2.05,4,4,2,relatively new,1897.0,0,0,unfurnished,luxury,low-rise
flat,sector 70,2.8,3,4,3,relatively new,2350.18,1,0,unfurnished,budget,high-rise
flat,sector 47,0.21,1,1,1,new,500.0,0,0,unfurnished,budget,high-rise
flat,sector 69,1.78,4,4,2,relatively new,1827.0,0,0,semifurnished,luxury,medium-rise
flat,sector 81,2.35,3,4,3+,relatively new,1553.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.13,3,3,2,under construction,1464.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,0.75,3,3,3,new,1157.0,0,0,semifurnished,budget,medium-rise
flat,sector 74,2.7,3,3,3,new,2018.09,0,1,unfurnished,semi-luxury,high-rise
flat,sector 47,1.14,3,3,3+,relatively new,1377.0,0,0,unfurnished,luxury,medium-rise
flat,sector 66,3.4,3,4,3,relatively new,2000.0,1,1,semifurnished,semi-luxury,medium-rise
flat,sector 86,1.59,3,3,3,relatively new,1700.0,0,0,semifurnished,luxury,high-rise
flat,sector 67,3.05,3,4,2,relatively new,2200.0,1,0,semifurnished,luxury,high-rise
flat,sector 82,3.5,5,5,3+,relatively new,2896.0,0,0,furnished,budget,high-rise
flat,sector 95,0.29,2,2,2,relatively new,509.0,0,0,unfurnished,budget,high-rise
flat,sector 71,0.9,1,1,0,new,683.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 15,1.07,2,2,1,old,900.0,1,0,unfurnished,budget,low-rise
house,sector 3,3.5,1,1,0,relatively old,3800.0,0,0,unfurnished,budget,low-rise
flat,sector 99,0.32,2,2,2,new,471.0,0,0,unfurnished,budget,low-rise
flat,sector 113,2.7,3,4,3+,relatively new,2217.0,1,0,semifurnished,budget,medium-rise
flat,sector 47,0.36,2,2,1,new,520.0,0,0,unfurnished,budget,low-rise
flat,sector 113,3.0,3,3,3+,relatively new,2460.0,1,0,unfurnished,luxury,low-rise
house,sector 5,0.85,1,1,0,old,1000.0,0,0,unfurnished,budget,low-rise
flat,sector 86,1.05,3,3,3,under construction,1723.0,1,0,unfurnished,semi-luxury,medium-rise
house,sector 48,5.75,4,4,2,relatively old,2591.96,1,0,unfurnished,budget,low-rise
flat,sector 92,0.95,4,3,2,new,1983.0,0,0,semifurnished,budget,high-rise
flat,sector 28,2.35,3,4,3,old,1700.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 70,1.78,3,3,3+,relatively new,1773.0,1,0,unfurnished,budget,medium-rise
flat,sector 56,1.74,3,3,3+,old,2400.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 68,1.2,2,2,3,relatively new,979.0,0,0,furnished,semi-luxury,low-rise
flat,sector 58,4.85,4,5,3,relatively new,3182.0,1,0,semifurnished,budget,high-rise
flat,sector 51,0.3,1,1,2,old,457.0,0,0,unfurnished,budget,low-rise
flat,sector 37,0.35,2,2,1,relatively new,850.0,0,0,semifurnished,luxury,medium-rise
house,sector 50,7.1,3,3,3,relatively old,2255.31,1,0,unfurnished,budget,low-rise
flat,sector 71,0.65,2,2,1,relatively new,588.0,0,0,semifurnished,budget,medium-rise
flat,sector 37,0.55,2,2,3,new,545.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 61,3.9,3,4,3+,under construction,1389.0,1,0,unfurnished,luxury,high-rise
flat,sector 2,7.0,4,4,3+,relatively new,5455.0,1,0,unfurnished,budget,medium-rise
flat,sector 90,1.25,3,3,3,relatively new,1640.0,0,0,unfurnished,luxury,medium-rise
flat,sector 47,1.25,2,2,3+,under construction,1539.0,0,0,unfurnished,budget,high-rise
flat,sector 54,6.75,4,6,3+,relatively old,2455.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 2,0.56,1,1,2,relatively old,722.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 109,1.75,3,4,3+,relatively new,1797.0,1,0,unfurnished,luxury,medium-rise
flat,sector 107,1.3,3,3,3+,relatively new,1554.0,0,0,semifurnished,luxury,medium-rise
flat,sector 12,0.53,3,3,2,relatively new,1000.0,0,0,semifurnished,budget,low-rise
house,sector 3,0.65,1,1,1,relatively old,70.0,0,0,unfurnished,budget,low-rise
flat,sector 109,1.7,1,1,2,relatively new,965.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 63,8.5,6,6,3+,under construction,3132.0,0,1,unfurnished,budget,low-rise
flat,sector 47,1.1,2,2,3+,relatively new,1325.0,0,0,semifurnished,budget,high-rise
flat,sector 79,0.95,2,2,3,new,1391.0,0,0,unfurnished,budget,medium-rise
flat,sector 61,1.6,2,2,2,under construction,1278.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,0.78,2,2,2,relatively new,1325.0,0,0,semifurnished,luxury,medium-rise
flat,sector 112,2.6,2,2,3,relatively new,2441.09,0,0,unfurnished,luxury,medium-rise
flat,sector 90,1.15,3,3,3+,relatively new,1755.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 61,2.5,3,3,1,under construction,1549.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 102,0.48,2,2,1,relatively new,579.0,0,1,unfurnished,luxury,medium-rise
flat,sector 95,0.2,1,1,1,relatively new,407.0,0,0,unfurnished,budget,low-rise
house,sector 37,1.16,1,1,0,relatively new,1535.0,0,0,unfurnished,budget,low-rise
flat,sector 37,0.86,3,3,2,new,1600.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.65,3,4,3,relatively new,1522.0,1,0,semifurnished,budget,medium-rise
flat,sector 83,1.76,3,3,3,relatively new,1600.0,1,0,semifurnished,luxury,medium-rise
flat,sector 3,0.46,2,2,1,relatively new,1000.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 2,1.4,3,3,3+,relatively old,1618.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 70,0.92,2,3,3+,new,1319.0,0,0,unfurnished,luxury,low-rise
house,sector 47,0.85,3,2,2,under construction,1120.0,0,0,unfurnished,budget,low-rise
house,sector 50,10.0,5,7,2,relatively old,7000.0,1,0,furnished,budget,medium-rise
flat,sector 104,0.22,1,2,2,new,335.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 37,0.75,2,2,3+,relatively new,1430.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 81,3.25,4,4,3+,relatively old,2503.0,1,0,unfurnished,budget,high-rise
flat,sector 56,0.6,1,1,1,relatively old,545.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.25,3,3,2,relatively new,1300.0,0,0,unfurnished,budget,low-rise
flat,sector 85,2.15,4,5,3+,relatively new,2556.0,1,0,unfurnished,luxury,low-rise
flat,sector 85,1.1,2,2,3,relatively new,1173.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 65,2.8,3,3,3+,relatively new,1650.07,1,0,semifurnished,semi-luxury,low-rise
