property_type,society,sector,price_in_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score,area_bedroom_ratio
house,independent,sector 26,18.9,41833.04,4517.96,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,relatively new,,4518.0,,1,1,1,1,0,0,93.0,752.9933333333333
flat,gls arawali homes,sector 47,0.3,4686.99,640.07,Carpet area: 640 (59.46 sq.m.),2,2,2,4.0,,relatively new,,,640.0,0,0,0,0,0,1,36.0,320.035
flat,godrej,sector 79,1.28,8504.02,1505.17,Super Built up area 1505(139.82 sq.m.),3,3,3,7.0,north-east,relatively new,1505.0,,,0,0,0,0,0,1,143.0,501.72333333333336
house,independent,sector 53,4.0,17778.01,2249.97,Plot area 250(209.03 sq.m.),5,5,2,3.0,,relatively new,,2250.0,,0,1,0,0,0,1,15.0,449.99399999999997
flat,experion windchants,sector 112,3.75,13383.01,2802.06,Super Built up area 2802(260.31 sq.m.),3,5,3+,22.0,south-west,relatively new,2802.0,,,1,0,0,0,0,0,24.0,934.02
flat,signature signum 95a,sector 95,0.4,7781.95,514.01,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,east,new,,,514.0,0,0,0,0,0,0,21.0,257.005
house,unitech aspen greens,sector 50,6.8,31481.04,2160.03,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,5,3,3.0,West,old,,220.0,200.0,1,1,0,0,0,0,97.0,540.0075
flat,espire south,sector 68,1.32,9050.02,1458.56,Built Up area: 1460 (135.64 sq.m.),2,2,2,9.0,,new,,1460.0,,0,0,0,0,0,1,,729.28
flat,nul,sector 50,0.56,6053.99,925.01,Carpet area: 925 (85.94 sq.m.),2,2,1,11.0,,old,,,925.0,0,0,0,0,0,0,,462.505
flat,godrej summit,sector 104,1.3,9027.03,1440.12,Super Built up area 1440(133.78 sq.m.),3,2,3+,16.0,,relatively new,1440.0,,,0,1,1,1,0,0,,480.03999999999996
flat,bestech park view spa next,sector 67,2.72,11573.98,2350.1,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0.0,south-west,relatively new,2350.0,2250.0,2001.0,1,0,1,0,0,0,126.0,587.525
flat,ansal housing highland park,sector 103,0.8,5877.99,1361.01,Super Built up area 1361(126.44 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.),2,2,3,3.0,east,new,1361.0,1089.0,705.0,0,0,1,0,0,1,154.0,680.505
house,independent,sector 2,0.7,7777.0,900.09,Built Up area: 900 (83.61 sq.m.),1,1,0,1.0,,undefined,,900.0,,0,0,0,0,0,1,,900.09
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3,3,3+,12.0,north-west,relatively new,1750.0,,,0,0,0,0,1,1,44.0,583.3333333333334
flat,vipul world floors,sector 48,4.3,13869.98,3100.22,Carpet area: 3100 (288 sq.m.),4,5,3+,4.0,east,new,,,3100.0,1,1,1,0,0,1,89.0,775.055
flat,orchid island,sector 51,1.7,10651.03,1596.09,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,west,relatively old,,,1596.0,0,0,1,1,0,1,70.0,532.03
flat,experion the heartsong,sector 108,2.29,8239.99,2779.13,Built Up area: 2779 (258.18 sq.m.),4,5,3+,8.0,south,relatively new,,2779.0,,1,0,0,0,0,0,74.0,694.7825
flat,bptp terra,sector 37,1.77,8077.99,2191.14,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,15.0,north,relatively new,2191.0,,1860.0,1,1,1,0,1,1,24.0,547.785
flat,ramprastha primera,sector 37,1.02,6000.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,2,3,22.0,,under construction,1700.0,,,0,0,0,0,0,1,47.0,566.6666666666666
flat,dlf new town heights,sector 86,1.3,6734.98,1930.22,Super Built up area 1930(179.3 sq.m.),3,3,3,12.0,west,relatively old,1930.0,,,1,0,1,0,0,1,76.0,643.4066666666666
flat,irwo westend towers,sector 47,0.65,12058.92,539.02,Carpet area: 539 (50.07 sq.m.),1,1,2,3.0,,old,,,539.0,0,0,0,0,0,1,40.0,539.02
flat,tulip monsella,sector 53,5.6,19363.03,2892.11,Super Built up area 2892(268.68 sq.m.),3,3,3+,1.0,,under construction,2892.0,,,0,0,0,0,0,1,22.0,964.0366666666667
flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.06,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,south,relatively new,1950.0,,,1,0,0,0,0,1,79.0,487.515
flat,mapsko royale ville,sector 82,0.97,5418.0,1790.33,Super Built up area 1790(166.3 sq.m.),3,4,2,16.0,north-west,relatively new,1790.0,,,1,0,0,0,0,1,64.0,596.7766666666666
flat,experion the heartsong,sector 108,0.9,7013.99,1283.15,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,south,relatively new,1283.0,734.42,734.42,1,0,0,0,0,1,84.0,641.575
flat,ramprastha the edge towers,sector 37,1.0,5649.02,1770.22,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,,relatively old,1770.0,,,0,0,0,0,0,1,43.0,590.0733333333334
flat,paras dews,sector 106,1.34,9550.01,1403.14,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,7.0,south-east,relatively new,2355.0,1535.0,1403.0,1,0,0,0,0,1,24.0,350.785
flat,ramprastha the edge towers,sector 37,0.8,8888.0,900.09,Super Built up area 1380(128.21 sq.m.)Built Up area: 1310 sq.ft. (121.7 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,10.0,south-east,relatively new,1380.0,1310.0,900.0,0,0,0,0,1,1,143.0,450.045
flat,experion the heartsong,sector 108,2.28,8204.01,2779.13,Super Built up area 2779(258.18 sq.m.),4,5,3+,8.0,north,relatively new,2779.0,,,0,0,0,0,0,1,86.0,694.7825
flat,dlf the grove,sector 43,6.0,25000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4,4,2,1.0,south-west,under construction,,,2400.0,1,0,0,0,0,0,24.0,600.0
flat,vatika independent floors,sector 82,1.16,6986.98,1660.23,Carpet area: 1660 (154.22 sq.m.),3,3,3+,1.0,south-east,relatively new,,,1660.0,1,0,1,1,0,0,130.0,553.41
flat,signature andour heights,sector 71,0.39,9846.0,396.1,Super Built up area 325(30.19 sq.m.),1,1,2,1.0,,new,325.0,,,0,0,0,0,0,1,,396.1
flat,signature global orchard avenue,sector 93,0.4,7359.03,543.55,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,new,,,543.58,0,0,0,0,0,1,18.0,271.775
flat,dlf the arbour,sector 63,7.8,19746.99,3949.97,Built Up area: 3950 (366.97 sq.m.),4,4,0,6.0,,undefined,,3950.0,,0,0,0,0,0,1,49.0,987.4925
house,independent,sector 7,6.5,15045.98,4320.09,Plot area 480(401.34 sq.m.),3,2,3+,,,old,,4320.0,,0,0,0,0,0,1,9.0,1440.03
flat,ramprastha the edge towers,sector 37,0.8,5797.02,1380.02,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,north-east,relatively new,1380.0,1300.0,1200.0,0,0,0,0,0,1,53.0,690.01
house,unitech espace,sector 50,7.45,34491.06,2159.98,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,,old,,4500.0,4000.0,1,0,0,0,0,0,53.0,539.995
flat,kiran residency,sector 56,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,north,relatively new,2000.0,1900.0,1800.0,1,0,0,0,0,0,107.0,666.6666666666666
flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4.0,,relatively old,,,1200.0,0,0,0,0,0,0,24.0,400.0
flat,ansal height 86,sector 86,0.8,5882.01,1360.08,Built Up area: 1360 (126.35 sq.m.),2,2,0,1.0,,undefined,,1360.0,,0,0,0,0,0,1,,680.04
flat,aipl joy square,sector 63,0.7,10101.01,693.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,0,7.0,,undefined,,693.0,350.0,0,0,0,0,0,1,,693.0
house,independent,sector 3,1.25,8680.56,1440.0,Built Up area: 160 (14.86 sq.m.),2,3,0,1.0,,undefined,,160.0,,0,0,0,0,0,1,,720.0
flat,dlf the ultima,sector 81,2.4,11412.0,2103.05,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,12.0,north-east,relatively new,2103.0,1650.0,1257.0,1,0,0,0,0,2,24.0,701.0166666666668
flat,ss hibiscus,sector 50,6.0,12272.0,4889.18,Super Built up area 4400(408.77 sq.m.),4,3,3,5.0,south-east,relatively old,4400.0,,,1,0,0,0,0,1,33.0,1222.295
house,sushant lok 1 builder floors,sector 43,13.0,48147.97,2700.01,Plot area 300(250.84 sq.m.),3,3,3+,4.0,North,new,,2700.0,,0,0,1,0,0,0,3.0,900.0033333333334
flat,corona optus,sector 37,1.22,6911.99,1765.05,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,4,3,5.0,south-east,relatively new,1765.0,1665.0,1565.0,0,0,0,0,0,1,127.0,588.35
flat,orris carnation residency,sector 85,0.9,6428.02,1400.12,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,,relatively new,1485.0,1402.0,1400.0,0,0,0,0,0,1,92.0,466.70666666666665
flat,whiteland blissville,sector 76,1.9,11363.02,1672.09,Super Built up area 1672(155.33 sq.m.),3,3,2,0.0,,under construction,1672.0,,,0,0,0,0,0,1,54.0,557.3633333333333
house,independent,sector 12,0.38,4221.99,900.05,Plot area 900(83.61 sq.m.),3,3,3,3.0,,relatively new,,900.0,,0,0,0,0,0,1,,300.01666666666665
flat,raheja revanta,sector 78,0.99,6100.0,1622.95,Super Built up area 1621(150.6 sq.m.),2,2,3,14.0,east,under construction,1621.0,,,0,0,0,0,1,1,33.0,811.475
flat,bestech park view ananda,sector 81,1.15,6927.0,1660.17,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,12.0,east,relatively new,1660.0,,1082.0,0,0,0,0,0,1,80.0,553.39
flat,vatika sovereign park,sector 99,3.25,9671.99,3360.22,Super Built up area 3360(312.15 sq.m.),4,4,3+,2.0,,new,3360.0,,,1,0,0,0,0,1,89.0,840.055
flat,samadhan shri kamal cghs,sector 1,2.01,11425.97,1759.15,Carpet area: 1760 (163.51 sq.m.),4,4,3+,10.0,,relatively old,,,1760.0,0,0,0,0,0,2,,439.7875
house,saksham welfare association,sector 22,4.7,19846.97,2368.12,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,6,6,3+,2.0,West,old,,170.0,160.0,0,0,1,1,0,0,77.0,394.68666666666667
flat,pyramid urban homes 2,sector 86,0.42,6905.06,608.25,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,west,relatively new,,,601.0,0,0,0,0,0,1,36.0,304.125
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,1250.0,Built Up area: 1250 (116.13 sq.m.),2,2,3,10.0,north-east,undefined,,1250.0,,0,0,0,0,0,1,,625.0
flat,mapsko royale ville,sector 82,1.15,6424.01,1790.16,Super Built up area 1790(166.3 sq.m.),3,4,2,15.0,north-east,relatively new,1790.0,,,1,0,1,0,0,0,89.0,596.72
house,independent,sector 57,4.7,21758.96,2160.03,Plot area 240(200.67 sq.m.),3,3,2,2.0,North,old,,2160.0,,1,0,0,0,1,1,25.0,720.0100000000001
flat,jammu and kashmir bank employees cghs,sector 9,0.95,6128.99,1550.01,Super Built up area 1550(144 sq.m.),3,3,2,5.0,west,relatively old,1550.0,,,0,0,0,0,1,1,16.0,516.67
flat,alpha corp gurgaonone,sector 84,2.2,6406.0,3434.28,Super Built up area 3434(319.03 sq.m.),4,4,3+,15.0,south-west,relatively new,3434.0,,,1,0,0,0,0,1,78.0,858.57
flat,signature the roselia,sector 95,0.48,7163.97,670.02,Carpet area: 670 (62.25 sq.m.),2,2,2,6.0,,relatively new,,,670.0,0,0,0,0,0,1,14.0,335.01
house,independent,sector 40,5.0,21123.96,2366.98,Plot area 263(219.9 sq.m.),9,9,3+,3.0,South-East,relatively new,,2367.0,,0,0,1,0,0,0,47.0,262.9977777777778
flat,pioneer urban presidia,sector 62,7.15,16486.01,4337.01,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,east,relatively new,4337.0,,,1,1,0,1,0,0,125.0,1084.2525
flat,ild greens,sector 37,0.9,5613.98,1603.14,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,north-east,under construction,1603.0,1500.0,,0,0,0,0,0,1,58.0,534.38
house,independent,sector 40,2.15,23888.89,900.0,Plot area 100(83.61 sq.m.),3,3,3,3.0,,relatively old,,900.0,,0,1,1,1,0,1,34.0,300.0
flat,sare crescent parc,sector 92,0.71,4932.99,1439.29,Carpet area: 1436 (133.41 sq.m.),3,3,2,6.0,,relatively new,,,1436.0,0,0,0,0,0,1,36.0,479.7633333333333
flat,piedmont taksila heights,sector 37,0.9,5854.99,1537.15,Built Up area: 1537 (142.79 sq.m.),3,3,3,9.0,south-west,relatively old,,1537.0,,0,0,0,0,0,0,65.0,512.3833333333333
flat,dlf new town heights,sector 90,1.9,5683.01,3343.3,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,north-west,relatively new,2727.0,,,1,0,1,0,0,1,68.0,835.825
flat,signature global park,sector 47,0.68,8252.03,824.04,Carpet area: 824 (76.55 sq.m.),2,2,2,3.0,,new,,,824.0,0,0,0,0,0,1,81.0,412.02
house,independent,sector 25,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,,new,,,10000.0,0,0,0,0,0,1,,3333.3333333333335
flat,paras dews,sector 106,1.05,7581.01,1385.04,Carpet area: 1385 (128.67 sq.m.),2,2,2,5.0,west,new,,,1385.0,0,0,0,0,0,1,77.0,692.52
flat,m3m woodshire,sector 107,1.39,5887.01,2361.13,Super Built up area 2361(219.34 sq.m.)Carpet area: 1780 sq.ft. (165.37 sq.m.),3,4,3+,6.0,east,relatively new,2361.0,,1780.0,1,0,1,0,0,0,154.0,787.0433333333334
flat,vatika gurgaon,sector 83,1.25,7812.01,1600.1,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,12.0,south-west,relatively old,2390.0,,1600.0,1,0,0,0,0,1,86.0,400.025
flat,sbtl caladium,sector 109,1.8,7072.0,2545.25,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),3,3,3+,10.0,east,relatively new,2545.0,,1527.0,0,0,0,0,0,1,145.0,848.4166666666666
house,independent,sector 53,4.65,17574.03,2645.95,Plot area 294(245.82 sq.m.),5,5,3+,1.0,,relatively old,,2646.0,,0,0,0,0,0,0,,529.1899999999999
flat,emaar palm gardens,sector 83,1.55,9011.0,1720.12,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,west,relatively new,1720.0,1400.0,1095.0,1,0,0,0,0,0,151.0,573.3733333333333
house,experion windchants,sector 112,7.99,12519.0,6382.3,Built Up area: 6382 (592.91 sq.m.),4,6,3,2.0,South-East,new,,6382.0,,1,0,1,1,0,0,109.0,1595.575
house,tata primanti,sector 72,8.6,12284.99,7000.41,Built Up area: 7000 (650.32 sq.m.),4,5,3+,3.0,,relatively new,,7000.0,,0,0,0,0,0,0,21.0,1750.1025
house,international city by sobha phase 2,sector 109,5.65,10463.0,5399.98,Plot area 600(501.68 sq.m.),4,4,3+,2.0,North-East,new,,5400.0,,1,0,0,0,1,0,27.0,1349.995
house,independent,sector 14,3.5,18088.04,1934.98,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),6,4,2,2.0,West,old,,214.0,180.0,0,0,0,0,1,0,14.0,322.49666666666667
flat,dlf the ultima,sector 81,3.45,12011.99,2872.13,Super Built up area 2872(266.82 sq.m.),4,4,3+,10.0,east,new,2872.0,,,1,0,0,0,0,2,138.0,718.0325
flat,sare petioles,sector 92,1.22,5250.0,2323.81,Built Up area: 2093 (194.45 sq.m.),4,3,3,9.0,,under construction,,2093.0,,1,0,0,0,0,1,77.0,580.9525
house,independent,sector 26,8.1,35293.96,2295.01,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,old,,2295.0,,0,0,0,0,0,1,26.0,459.00200000000007
house,independent,sector 49,4.5,15625.0,2880.0,Plot area 320(267.56 sq.m.),8,8,3,3.0,North-East,relatively old,,2880.0,,1,1,1,1,0,2,125.0,360.0
flat,shree vardhman flora,sector 90,1.25,4853.99,2575.2,Carpet area: 2575 (239.23 sq.m.),4,4,3,10.0,east,relatively new,,,2575.0,0,1,1,0,0,1,154.0,643.8
flat,pivotal devaan,sector 84,0.27,7963.9,339.03,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),1,1,1,13.0,north-east,relatively new,439.0,,339.0,0,0,0,0,0,2,35.0,339.03
flat,breez global hill view,sector 47,0.35,5318.99,658.02,Built Up area: 658 (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),2,2,2,18.0,,new,,658.0,554.13,0,0,0,0,0,1,16.0,329.01
flat,today callidora,sector 73,1.0,7692.01,1300.05,Carpet area: 1300 (120.77 sq.m.),2,2,2,13.0,,new,,,1300.0,0,0,0,0,0,1,,650.025
flat,ramprasta awho,sector 95,0.92,5256.99,1750.05,Built Up area: 1750 (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,13.0,north-east,undefined,,1750.0,1600.0,0,0,0,0,0,1,,583.35
flat,signature global the millennia,sector 37,0.6,9230.06,650.05,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,7.0,,new,650.0,,596.1,0,0,0,0,0,1,28.0,325.025
flat,zara aavaas,sector 104,0.2,6644.08,301.02,Carpet area: 301 (27.96 sq.m.),1,2,2,3.0,,new,,,301.0,0,0,0,0,0,1,61.0,301.02
flat,m3m capital,sector 113,2.9,12619.01,2298.12,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,north,under construction,,,2298.0,1,1,0,0,0,1,24.0,574.53
flat,tata primanti,sector 72,3.5,11428.01,3062.65,Built Up area: 2625 (243.87 sq.m.),4,5,3+,10.0,west,relatively new,,2625.0,,1,0,0,0,1,1,36.0,765.6625
house,independent,sector 91,3.6,14815.0,2429.97,Plot area 270(225.75 sq.m.),4,4,3,2.0,North-East,new,,2430.0,,0,0,0,0,0,0,30.0,607.4925
flat,surendra avenue 69,sector 69,0.75,6818.0,1100.03,Built Up area: 1100 (102.19 sq.m.),2,2,2,4.0,,relatively old,,1100.0,,0,0,0,0,0,1,,550.015
flat,m3m heights,sector 65,2.78,15199.98,1828.95,Super Built up area 1828(169.83 sq.m.),3,3,3,44.0,,undefined,1828.0,,,0,0,0,0,0,1,47.0,609.65
flat,sare homes,sector 92,1.25,6200.0,2016.13,Built Up area: 2040 (189.52 sq.m.),4,3,0,16.0,,under construction,,2040.0,,0,0,0,0,0,1,24.0,504.0325
flat,maxworth city residences,sector 10,0.9,7082.99,1270.65,Super Built up area 1200(111.48 sq.m.),2,2,3,9.0,east,new,1200.0,,,0,0,0,0,1,1,34.0,635.325
flat,pareena coban residences,sector 99,1.13,5658.01,1997.17,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,5.0,east,relatively new,1997.0,1790.0,1500.0,1,0,0,0,1,1,24.0,665.7233333333334
flat,paras quartier,sector 2,5.9,11028.0,5350.02,Super Built up area 5350(497.03 sq.m.),4,4,3+,19.0,east,new,5350.0,,,1,1,1,1,0,0,147.0,1337.505
flat,m3m soulitude,sector 89,1.0,9066.02,1103.02,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,,new,,,1103.0,0,1,0,0,0,1,24.0,551.51
flat,mapsko casa bella,sector 82,1.75,6903.0,2535.13,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,west,undefined,,2535.0,1960.0,0,0,0,0,0,1,59.0,633.7825
house,malibu towne,sector 47,8.81,27191.02,3240.04,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,relatively old,,3240.0,,1,1,0,0,1,0,14.0,405.005
flat,ireo skyon,sector 60,2.65,13124.98,2019.05,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),3,4,3+,7.0,north-east,relatively old,2045.0,2037.0,2019.0,1,0,0,0,0,0,118.0,673.0166666666667
flat,surendra avenue 69,sector 69,0.75,6818.0,1100.03,Built Up area: 1100 (102.19 sq.m.),2,2,2,4.0,,relatively old,,1100.0,,0,0,0,0,0,1,,550.015
flat,godrej,sector 79,2.0,8474.0,2360.16,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3,4,3+,9.0,east,relatively new,2366.0,1963.0,1629.0,1,0,0,0,0,1,94.0,786.7199999999999
flat,pareena mi casa,sector 68,1.7,8500.0,2000.0,Super Built up area 1999(185.71 sq.m.),4,4,3+,23.0,,new,1999.0,,,0,0,0,0,0,1,56.0,500.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11700.01,1367.52,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,,relatively old,,1368.0,,0,0,0,0,0,1,,683.76
flat,smart world gems,sector 89,1.71,12000.0,1425.0,Built Up area: 1423 (132.2 sq.m.),3,2,0,3.0,,undefined,,1423.0,,0,0,0,0,0,1,58.0,475.0
flat,bestech altura,sector 79,1.85,8604.01,2150.16,Super Built up area 2150(199.74 sq.m.),3,4,3+,11.0,north,new,2150.0,,,1,0,0,0,0,1,24.0,716.7199999999999
flat,kiran residency,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,5.0,north,old,2000.0,,,1,0,0,0,0,0,35.0,666.6666666666666
flat,hcbs sports ville,sector 47,0.32,6164.99,519.06,Carpet area: 519 (48.22 sq.m.),2,2,2,2.0,,new,,,519.0,0,0,0,0,0,1,27.0,259.53
flat,emaar palm gardens,sector 83,1.4,9674.99,1447.03,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3,3,3,11.0,north,relatively new,1720.0,,1447.0,1,0,0,0,0,2,45.0,482.3433333333333
flat,rof ananda,sector 95,0.26,6841.93,380.01,Carpet area: 380 (35.3 sq.m.),1,1,1,8.0,north,new,,,380.0,0,0,0,0,0,1,24.0,380.01
flat,spaze privvy the address,sector 93,1.45,8033.02,1805.05,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,north-east,relatively new,1805.0,1350.0,1100.0,0,0,0,0,0,0,65.0,601.6833333333333
flat,smart world gems,sector 89,0.95,8600.01,1104.65,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,new,,,1103.0,1,1,0,0,0,1,40.0,552.325
flat,capital residences 360,sector 70,1.55,7844.01,1976.03,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8.0,south,relatively new,1976.0,1600.0,1400.0,1,1,1,0,1,1,22.0,658.6766666666666
flat,bptp pedestal,sector 70,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4,3,3,2.0,east,new,,,1900.0,0,0,0,1,0,1,105.0,500.0
flat,tulip violet,sector 69,1.4,8856.0,1580.85,Super Built up area 1578(146.6 sq.m.),3,3,2,9.0,west,relatively new,1578.0,,,0,0,1,0,0,1,103.0,526.9499999999999
flat,signature global park,sector 47,0.52,6326.03,822.0,Carpet area: 822 (76.37 sq.m.),2,2,2,3.0,north-west,relatively new,,,822.0,0,0,1,0,0,1,133.0,411.0
flat,godrej nature plus,sector 47,1.9,9849.0,1929.13,Carpet area: 1929 (179.21 sq.m.),3,3,3+,14.0,,new,,,1929.0,1,0,0,0,0,1,74.0,643.0433333333334
flat,tulip violet,sector 69,1.68,8358.0,2010.05,Super Built up area 2010(186.74 sq.m.),4,4,2,2.0,north-west,relatively new,2010.0,,,0,0,1,0,0,1,91.0,502.5125
flat,bestech park view sanskruti,sector 92,1.55,7567.99,2048.1,Super Built up area 1995(185.34 sq.m.),3,4,3,16.0,south,relatively new,1995.0,,,1,0,0,0,0,0,43.0,682.6999999999999
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,relatively old,,9000.0,,1,1,1,1,0,2,63.0,1285.7142857142858
house,independent,sector 47,6.25,6944.0,9000.58,Plot area 1000(836.13 sq.m.),3,3,0,1.0,,relatively old,,9000.0,,0,0,0,0,0,1,,3000.193333333333
flat,pioneer araya,sector 62,8.35,19512.99,4279.2,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,east,relatively new,4279.0,,,1,0,1,0,0,1,125.0,1069.8
flat,tarc maceo,sector 91,0.87,6641.02,1310.04,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,9.0,north-west,relatively new,1310.0,,1000.0,0,0,0,1,0,1,76.0,655.02
flat,ansal api esencia,sector 67,1.2,7407.0,1620.09,Carpet area: 180 (150.5 sq.m.),3,3,2,1.0,,undefined,,,180.0,0,0,0,0,0,1,52.0,540.03
flat,bestech altura,sector 79,1.9,9000.0,2111.11,Carpet area: 2150 (199.74 sq.m.),3,4,2,11.0,,new,,,2150.0,1,0,0,0,0,1,24.0,703.7033333333334
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11665.99,1200.07,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0.0,north,relatively new,1368.0,,1200.0,0,0,0,0,0,1,70.0,600.035
flat,m3m heights,sector 65,2.1,16653.05,1261.03,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,3,8.0,,new,1261.0,,800.0,0,0,0,0,0,1,38.0,630.515
